Label;Tanggal;Judul;Narasi;Source
0;24-Jun-24;Polisi Tangkap Pemeras YouTuber Ria Ricis di Daerah Jaktim;Subdit Siber Ditreskrimsus Polda Metro Jaya menangkap pemeras konten kreator atau Youtuber Ria Ricis. Pria berinisial AP ditangkap di rumah di daerah Cipayung, Jakarta;https://www.kompas.tv/video/514575/polisi-tangkap-pemeras-youtuber-ria-ricis-di-daerah-jaktim
0;25-Jun-24;Jemaat bentrok di Jakarta Timur karena perselisihan penggunaan gereja;Bentrokan dua kelompok jemaat di Jalan Budhi, Cawang, Kecamatan Kramat Jati, Jakarta Timur, Senin malam (24/6) karena dipicu oleh perselisihan penggunaan gereja di tempat itu. ;https://www.antaranews.com/berita/4167282/jemaat-bentrok-di-jakarta-timur-karena-perselisihan-penggunaan-gereja
0;25-Jun-24;Luncurkan Buku ke 17, DUBES Indonesia untuk Ukraina Harapkan Perdamaian Dunia;Buku yang berjudul ÒGaruda & Trisula Hubungan Indonesia-Ukraina 1946-2022Ó menggambarkan hubungan bilateral Indonesia- Ukraina. Akar-akar hubungan kedua negara sudah terjalin sejak Februari 1946 ketika perwakilan Republik Sosialis Soviet Ukraina mendukung kemerdekaan Indonesia di Sidang Dewan Keamanan PPB. Saat itu Indonesia tengah berjuang mendapatkan dukungan internasional melawan agresi militer Belanda.;https://www.unas.ac.id/berita/luncurkan-buku-ke-17-dubes-indonesia-untuk-ukraina-harapkan-perdamaian-dunia/
0;03-Jul-24;Wanita Tewas di Jaktim Sempat 'Menghilang', Pacar WNA Terakhir di Lokasi;Polisi masih menyelidiki kasus kematian wanita YY (46) yang jasadnya ditemukan tergeletak tanpa busana di kamar mandi kontrakan Cipayung, Jakarta Timur. Korban disebut sempat hilang kontak sebelum ditemukan tewas.;https://news.detik.com/berita/d-7421509/wanita-tewas-di-jaktim-sempat-menghilang-pacar-wna-terakhir-di-lokasi
0;06-Jul-24;Bus Sekolah Jakarta Buka Rute Baru untuk Wilayah Jaktim, Lewati Cibubur dan Sekitarnya;Dinas Perhubungan DKI Jakarta membuka rute baru untuk bus sekolah pada ajaran tahun baru sekolah 2024/2025. Ada dua rute untuk wilayah Jakarta Timur.;https://www.inews.id/news/megapolitan/bus-sekolah-jakarta-buka-rute-baru-untuk-wilayah-jaktim-lewati-cibubur-dan-sekitarnya
0;08-Jul-24;Kasus DBD Jaktim capai 2.697 kasus, Kecamatan Pasar Rebo tertinggi;Kasus kumulatif demam berdarah dengue (DBD) di Jakarta Timur yang tersebar pada 10 kecamatan daerah itu, pada periode Januari hingga tiga Juli 2024 mencapai 2.697 kasus.;https://www.antaranews.com/berita/4187337/kasus-dbd-jaktim-capai-2697-kasus-kecamatan-pasar-rebo-tertinggi
0;08-Jul-24;KPU Temukan 7.108 Pemilih Tak Memenuhi Syarat di Pilkada Kota Semarang 2024, Data Tidak Valid?;KPU Kota Semarang menemukan 7.108 pemilih tidak memenuhi syarat (TMS) untuk Pilkada 2024. TMS terjadi karena data tidak valid atau tidak terverifikasi dengan benar.;https://regional.kompas.com/read/2024/07/08/144737978/kpu-temukan-7108-pemilih-tak-memenuhi-syarat-di-pilkada-kota-semarang-2024
0;09-Jul-24;Resmi Dibangun, Mayapada Hospital akan Hadir di Jakarta Timur;Mayapada Healthcare (PT Sejahteraraya Anugrahjaya Tbk.) (ÒSRAJÓ), pilar bisnis Mayapada Group di bidang jasa layanan kesehatan, melakukan groundbreaking (peletakan batu pertama) unit rumah sakit kedelapan bernama Mayapada Hospital Jakarta Timur (MHJT), yang berlokasi di Jakarta Garden City, Cakung, Jakarta Timur, Selasa, 9 Juli 2024.;https://mayapadahospital.com/news/resmi-dibangun-mayapada-hospital-akan-hadir-di-jakarta-timur
0;09-Jul-24;Warga Korban Tanah Longsor di Jaktim Dapat Bantuan;PMI Jakarta Timur memberikan bantuan bencana akibat tanah longsor di wilayah Kelurahan Pondok Kelapa, Duren Sawit, Jakarta Timur. Tanah longsor menimpa rumah warga, yang berlokasi Kampung Tipar akibat hujan deras yang terjadi pada Sabtu (6/7/2024) malam.;https://www.rri.co.id/daerah/810754/warga-korban-tanah-longsor-di-jaktim-dapat-bantuan
0;17-Jul-24;Dinas Kearsipan dan Perpustakaan Magetan Gelar Bazar Buku Murah;Dinas Kearsipan dan Perpustakaan (Disarpus) Kabupaten Magetan menggandeng Starbook membuka kesempatan bagi pecinta dunia buku dengan menggelar Bazar Buku Murah yang dilaksanakan pada tanggal 17 Juli 2024 sampai 5 Agustus 2024 di Halaman Dinas Kearsipan dan Perpustakaan Kab. Magetan.;https://kominfo.magetan.go.id/dinas-kearsipan-dan-perpustakaan-magetan-gelar-bazar-buku-murah/
0;21-Jul-24;Hyundai Investasi Rp 500 Miliar, Bangun Fasilitas Terintegrasi di Balikpapan;Hyundai Construction Equipment telah menginvestasikan Rp 500 miliar untuk membangun fasilitas terpadu di Balikpapan, Kalimantan Timur. Fasilitas ini akan mencakup workshop, ruang pamer, pusat pelatihan, dan pelayanan suku cadang, serta bertujuan untuk meningkatkan kualitas layanan dan pengembangan bakat lokal di kawasan tersebut, seiring dengan pertumbuhan ekonomi dan kebutuhan infrastruktur yang meningkat di Kalimantan Timur.;https://ikn.kompas.com/read/2024/07/21/184436487/hyundai-investasi-rp-500-miliar-bangun-fasilitas-terintegrasi-di-balikpapan
0;22-Jul-24;DPRD Desak Polda Tuntaskan Kasus Tambang Ilegal di IKN dan Kaltim;DPRD Provinsi Kalimantan Timur mendesak pemerintah dan Polda Kaltim untuk menuntaskan 21 Izin Usaha Pertambangan (IUP) ilegal di Kaltim dan IKN, serta membentuk panitia khusus untuk mempercepat penyelesaian kasus tersebut. Selain itu, mereka juga mendorong pengesahan Rancangan Peraturan Daerah (Raperda) Penanggulangan Bencana Karhutla agar efektif menangani kebakaran hutan dan lahan yang luas di wilayah tersebut.;https://ikn.kompas.com/read/2024/07/22/120000687/dprd-desak-polda-tuntaskan-kasus-tambang-ilegal-di-ikn-dan-kaltim
0;24-Jul-24;Kanal Feds, Kedai Kopi Baru di Jakarta Timur yang Nyaman;Ada kedai kopi yang baru saja dibuka di kawasan Jakarta Timur, tepatnya di Duren Sawit. Kanal Feds adalah nama dari kedai kopi tersebut.;https://kumparan.com/seputar-jakarta/kanal-feds-kedai-kopi-baru-di-jakarta-timur-yang-nyaman-23BrsbWIbwK
0;28-Jul-24;Jutaan Warga DKI Tinggal Tak Sesuai KTP, Terbanyak Jakarta Timur;Puluhan ribu nomor induk kependudukan (NIK) warga Jakarta akan segera dinonaktifkan. Dinas Direktorat Jenderal Kependudukan dan Pencatatan Sipil (Dukcapil) DKI Jakarta telah mengirimkan surat permohonan penon-aktifan 92 ribu NIK ke Kementerian Dalam Negeri (Kemendagri).;https://www.cnbcindonesia.com/research/20240628141813-128-550239/jutaan-warga-dki-tinggal-tak-sesuai-ktp-terbanyak-jakarta-timur
0;29-Jul-24;Akhirnya, 619 Buku Hasil Akhir PBPA Ditetapkan Kelayakannya;Jumlah hasil Penilaian Buku Pendidikan Agama PBPA) Tahun 2024 akhirnya ditetapkan pada kegiatan Sidang Penyelia Utama di Jakarta, Senin (29/7/2024). Sidang ini merupakan kegiatan pelaporan progress akhir PBPA dan juga penetapan kelayakan buku hasil penilaian.;https://balitbangdiklat.kemenag.go.id/berita/akhirnya-619-buku-hasil-akhir-pbpa-ditetapkan-kelayakannya
0;29-Jul-24;Rawan Tawuran, 260 Satpol PP Diterjunkan di 10 Wilayah Jakarta Timur;Pemerintah Kota Jakarta Timur akan menerjunkan 260 petugas Satpol PP setiap hari untuk mencegah tawuran.;https://www.idntimes.com/news/indonesia/dini-suciatiningrum/rawan-tawuran-260-satpol-pp-diterjunkan-di-10-wilayah-jakarta-timur
0;07-Aug-24;Paus Fransiskus ke Indonesia;Pemimpin tertinggi Gereja Katolik Paus Fransiskus akan melakukan kunjungan ke kawasan Asia Pasifik pada September 2024 dengan Indonesia menjadi negara pembuka dalam rangkaian perjalanan tersebut.;https://www.antaranews.com/infografik/4283871/paus-fransiskus-ke-indonesia
0;07-Aug-24;"Terobosan Baru Bahliil: Bakal ""Jual"" Sumur Minyak Nganggur ke Asing";Menteri ESDM Bahlil Lahadalia berencana menawarkan pengelolaan sumur minyak yang tidak aktif kepada investor asing untuk meningkatkan produksi minyak nasional.;https://www.cnbcindonesia.com/news/20240827085450-4-566615/terobosan-baru-bahlil-bakal-jual-sumur-minyak-nganggur-ke-asing
0;07-Aug-24;YOASOBI Akan Gelar Konser 2 Hari di Jakarta pada Februari 2025;YOASOBI akan menggelar konser selama dua hari di Istora Senayan Jakarta, pada 26 dan 27 Februari 2025 sebagai bagian dari tur Asia mereka.;https://www.cnnindonesia.com/hiburan/20240827122803-227-1137983/yoasobi-akan-gelar-konser-2-hari-di-jakarta-pada-februari-2025
0;16-Aug-24;Dua Warung Nasi di Situbondo Hangus Terbakar;Dua warung nasi di Situbondo terbakar pada Jumat pagi dan penyebab kebakaran masih dalam penyelidikan.;https://surabaya.kompas.com/read/2024/08/16/145505278/dua-warung-nasi-di-situbondo-hangus-terbakar-penyebab-belum-diketahui
0;17-Aug-24;Kapolda dan Wakapolda Metro Tinjau Daerah Rawan Tawuran di Jaksel-Jaktim;Polda Metro Jaya menggelar patroli skala besar untuk meninjau sejumlah kawasan rawan tawuran. Beberapa titik yang disambangi misalnya wilayah Jakarta Pusat, Jakarta Selatan, Jakarta Utara, hingga Jakarta Timur.;https://news.detik.com/berita/d-7495451/kapolda-dan-wakapolda-metro-tinjau-daerah-rawan-tawuran-di-jaksel-jaktim
0;22-Aug-24;Anies Resmi Bergabung PDIP di Pilkada 2024;Video yang beredar mengklaim bahwa Anies Baswedan telah resmi bergabung dengan PDIP untuk Pilkada 2024 adalah hoaks.;https://www.youtube.com/watch?v=mk09H00xTOE
0;22-Aug-24;Perusahaan India Kembangkan Vaksin Mpox, Targetkan Hasil Positif Setahun ke Depan;Produsen vaksin dan imunobiologi asal India, Serum Institute of India (SII) saat ini mengembangkan vaksin Mpox. Harapannya ada hasil positif dalam waktu satu tahun ke depan.;https://www.liputan6.com/health/read/5680652/perusahaan-india-kembangkan-vaksin-mpox-targetkan-hasil-positif-setahun-ke-depan
0;22-Aug-24;Proyek Bakau Terbesar di Asia Tenggara, The Coca-Cola Foundation dan CI Ventures Siap Selamatkan Garis Pantai;Asia Tenggara, dengan kekayaan ekosistem bakau yang melimpah, kini mendapatkan perhatian besar dari dua organisasi internasional. The Coca-Cola Foundation (TCCF) dan Conservation International Ventures (CI Ventures) baru saja meluncurkan proyek pelestarian bakau yang inovatif dan ambisius.;https://www.liputan6.com/health/read/5680973/proyek-bakau-terbesar-di-asia-tenggara-the-coca-cola-foundation-dan-ci-ventures-siap-selamatkan-garis-pantai
0;22-Aug-24;Reza Rahadian Terjun ke Jalan, Ikut Demo RUU Pilkada di Depan Gedung DPR;Kabar mengejutkan datang dari aktor papan atas Indonesia, Reza Rahadian. Kali ini, bukan tentang film terbaru atau penghargaan yang diraihnya, melainkan aksi demo RUU Pilkada yang dia lakukan di depan Gedung DPR RI.;https://www.liputan6.com/health/read/5680774/reza-rahadian-terjun-ke-jalan-ikut-demo-ruu-pilkada-di-depan-gedung-dpr
0;22-Aug-24;Setahun Terakhir Kemenkes Terima 356 Laporan Bullying, 39 Pelaku Perundungan Dapat Sanksi Tegas;Juru Bicara Kementerian Kesehatan Republik Indonesia (Kemenkes RI) dokter Mohammad Syahril mengatakan sejak Juli 2023 hingga 9 Agustus 2024 Kementerian Kesehatan telah menerima 356 laporan perundungan atau bullying.;https://www.liputan6.com/health/read/5681113/setahun-terakhir-kemenkes-terima-356-laporan-bullying-39-pelaku-perundungan-dapat-sanksi-tegas
0;23-Aug-24;DPR Batalkan Pengesahan Revisi UU Pilkada, Aturan Mengacu pada Putusan MK;Wakil Ketua DPR RI, Sufmi Dasco Ahmad, mengonfirmasi bahwa revisi Undang-Undang Pilkada tidak akan disahkan. Dasco menyatakan bahwa aturan yang berlaku untuk Pilkada 2024 akan tetap mengikuti keputusan Mahkamah Konstitusi (MK). Hal ini menegaskan bahwa tidak akan ada perubahan dalam kerangka hukum Pilkada 2024.;https://www.liputan6.com/news/read/5681969/dpr-batalkan-pengesahan-revisi-uu-pilkada-aturan-mengacu-pada-putusan-mk
0;23-Aug-24;Jokowi Pindah ke IKN September Ini;Presiden Joko Widodo (Jokowi) akan pindah ke Ibu Kota Nusantara (IKN) pada September 2024, setelah Bandara VVIP IKN mulai beroperasi pada minggu pertama bulan tersebut.;https://ikn.kompas.com/read/2024/08/23/173939087/jokowi-pindah-ke-ikn-september-ini
0;24-Aug-24;2 Mahasiswa Tewas Akibat Kecelakaan Motor di Pulomas Jaktim;Kanit Gakkum Polres Metro Jakarta Timur Iptu Darwis menjelaskan kecelakaan ini terjadi pada Jumat (23/8/2024) pukul 06.00 WIB. Dia mengatakan, dari keterangan saksi, motor yang dikemudikan AJN terlihat hilang kendali dan menabrak trotoar jalan.;https://news.detik.com/berita/d-7506133/2-mahasiswa-tewas-akibat-kecelakaan-motor-di-pulomas-jaktim
0;24-Aug-24;Ciri-Ciri Anak Korban Perundungan, Salah Satunya Sering Mengeluh Sakit agar Tak Sekolah;Orangtua mesti peka terhadap perubahan yang terjadi pada anak. Mulai dari sikap hingga keluhan-keluhan yang ia ungkapkan bisa saja menjadi kode anak menjadi korban bullying atau perundungan seperti disampaikan psikolog klinis anak Dewinta Ariani.;https://www.liputan6.com/health/read/5682776/ciri-ciri-anak-korban-perundungan-salah-satunya-sering-mengeluh-sakit-agar-tak-sekolah
0;24-Aug-24;Pakar Ingatkan Polusi Udara Bukan Cuma Berdampak ke Paru;Direktur Pascasarjana Universitas YARSI Profesor Tjandra Yoga Aditama mengatakan bahwa tidak cuma paru yang terkena dampak dari polusi udara. Mata hingga kulit juga terkena efek dari kualitas udara yang tidak sehat.;https://www.liputan6.com/health/read/5682607/pakar-ingatkan-polusi-udara-bukan-cuma-berdampak-ke-paru
0;25-Aug-24;Studi Terbaru Sebut Konsumsi Daging Merah dan Olahan Bisa Tingkatkan Risiko Diabetes Tipe 2;Mereka menyimpulkan bahwa kebiasaan mengonsumsi 50 gram daging olahan sehari Ð setara dengan dua potong ham Ð dikaitkan dengan risiko 15% lebih tinggi terkena diabetes Tipe 2 pada 10 tahun berikutnya.;https://www.liputan6.com/health/read/5682944/studi-terbaru-sebut-konsumsi-daging-merah-dan-olahan-bisa-tingkatkan-risiko-diabetes-tipe-2
0;26-Aug-24;Air Susu Ibu Kaya Nutrisi, ASI Eksklusif Solusi Utama Cegah Stunting pada Bayi;Stunting masih menjadi masalah serius di Indonesia. Kondisi ini terjadi ketika anak memilik itinggi badan jauh di bawah standar untuk usianya akibat kekurangan gizi kronis. Salah satu upaya utama untuk mencegah stunting yakni dengan pemberian air susu ibu secara eksklusif, khususnya dalam rentang enam bulan pertama kehidupan bayi.;https://www.liputan6.com/health/read/5684543/air-susu-ibu-kaya-nutrisi-asi-eksklusif-solusi-utama-cegah-stunting-pada-bayi
0;26-Aug-24;Breaking News! Gempa M5,8 Guncang Gunungkidul Yogyakarta;Gempa berkekuatan M5,8 mengguncang Gunungkidul, Yogyakarta pada 26 Agustus 2024 pukul 19.57 WIB, tanpa potensi tsunami menurut BMKG.;https://news.okezone.com/read/2024/08/26/510/3054635/breaking-news-gempa-m5-8-guncang-gunungkidul-yogyakarta
0;26-Aug-24;IKN Terkini : Pembangunan Fisik 50,4 Persen dari 108 Paket;Pembangunan infrastruktur Ibu Kota Nusantara (IKN) telah mencapai 50,4 persen dengan alokasi anggaran Rp 41,41 triliun, digunakan untuk pembangunan sumber daya air, jalan dan jembatan, serta gedung-gedung pemerintahan. Enam infrastruktur utama sudah diresmikan, termasuk Bendungan Sepaku Semoi dan Jembatan Pulau Balang.;https://ikn.kompas.com/read/2024/08/26/061714687/ikn-terkini-pembangunan-fisik-504-persen-dari-108-paket
0;26-Aug-24;Jutaan Orang Meninggal karena Resistensi Antimikroba, Kemenkes dan WHO Luncurkan Strategi;Kemenkes dan WHO meluncurkan Strategi Nasional Pengendalian Resistansi Antimikroba (Stranas) 2025-2029 untuk mencegah kematian akibat AMR, yang diperkirakan menyebabkan 10 juta kematian pada 2050.;https://health.kompas.com/read/24H26203351668/jutaan-orang-meninggal-karena-resistensi-antimikroba-kemenkes-dan-who-luncurkan?jxrecoid=5b59f272-2fe5-45df-852b-9d8f9929777e~kg_internal&source=widgetML&engine=C
0;26-Aug-24;Pekerja di Jakarta Diimbau WFH pada 5 September, Antisipasi Keramaian Misa Akbar dan Forum ISF;Pada 5 September 2024, masyarakat Jakarta diimbau untuk bekerja dari rumah karena dua acara besar: Misa Akbar yang dipimpin Paus Fransiskus di Gelora Bung Karno dan Indonesia Sustainability Forum di Jakarta Convention Center, yang dapat mempengaruhi arus lalu lintas.;https://nasional.kompas.com/read/2024/08/26/14303791/pekerja-di-jakarta-diimbau-wfh-pada-5-september-antisipasi-keramaian-misa?jxrecoid=2bd4afe1-7634-498f-92f7-e10c009273d8~mix_kompas&source=widgetML&engine=V
0;26-Aug-24;Peringatan Dini BMKG 27 Agustus: 17 Wilayah di Indonesia Waspada Cuaca Ekstrem Hujan Lebat;Peringatan BMKG: Potensi hujan lebat di berbagai wilayah dan kekeringan meteorologis hingga akhir Agustus 2024.;https://www.kompas.tv/nasional/533635/peringatan-dini-bmkg-27-agustus-17-wilayah-di-indonesia-waspada-cuaca-ekstrem-hujan-lebat
0;27-Aug-24;Ada 4 Zona Megathrust yang Kepung Pulau Jawa, Potensi Gempa Maksimum hingga M 9,0;Gempa magnitudo 5,5 di Gunungkidul memicu kekhawatiran tentang potensi gempa megathrust di Indonesia, dengan 16 zona megathrust yang diwaspadai, termasuk 4 di sekitar Pulau Jawa, yang berpotensi menghasilkan gempa hingga magnitudo 9,0.;https://www.kompas.com/tren/read/2024/08/27/134500765/ada-4-zona-megathrust-yang-kepung-pulau-jawa-potensi-gempa-maksimum-hingga?jxrecoid=3ba507ab-8df2-437d-85d0-26ddf9f7a1cd~mix_kompas&source=widgetML&engine=V
0;27-Aug-24;Batal September, Pemindahan ASN ke IKN Tunggu Kesiapan Ekosistem;Pemindahan Aparatur Sipil Negara (ASN) ke Ibu Kota Nusantara (IKN) yang semula direncanakan untuk September 2024 ditunda hingga kesiapan ekosistem dan infrastruktur di IKN memadai. Menteri PANRB Abdullah Azwar Anas menunggu arahan Presiden Jokowi, sementara Menteri PUPR Basuki Hadimuljono melaporkan bahwa empat kantor kementerian dan 10-12 tower rusun ASN sedang disiapkan.;https://ikn.kompas.com/read/2024/08/27/160000287/batal-september-pemindahan-asn-ke-ikn-tunggu-kesiapan-ekosistem
0;27-Aug-24;Dedi Mulyadi-Erwan Resmi Daftar Maju Pilgub Jabar di KPU;Dedi Mulyadi dan Erwan Setiawan resmi mendaftar Pilgub Jabar 2024 di KPU Bandung.;https://www.cnnindonesia.com/nasional/20240827175650-617-1138201/dedi-mulyadi-erwan-resmi-daftar-maju-pilgub-jabar-di-kpu
0;27-Aug-24;Demo Jogja Memanggil: Massa Teriak Turun Jokowi dan Gembok Kantor DPRD;Demo 'Jogja Memanggil' di Yogyakarta menuntut turunnya Jokowi dan menolak oligarki serta politik dinasti.;https://www.cnnindonesia.com/nasional/20240827132251-20-1138012/demo-jogja-memanggil-massa-teriak-turun-jokowi-dan-gembok-kantor-dprd
0;27-Aug-24;Fix! Movie Kompilasi Jujutsu Kaisen Tayang 2025;"""Tim produksi mengonfirmasi film kompilasi untuk alur cerita Hidden Inventory dan Premature Death yang sedang digarap,"" tulis keterangannya. MAPPA Studios juga bakal merilis buku panduan secara bersamaan yang bakal ditayang pada 2025.";https://www.detik.com/pop/culture/d-7509692/fix-movie-kompilasi-jujutsu-kaisen-tayang-2025
0;27-Aug-24;Inside Out 2 Jadi Animasi Pertama Tembus US$1 M di Pasar Internasional;Berdasarkan data Box Office Mojo yang diakses pada Senin (26/8), Inside Out 2 resmi meraih US$1.002.700.000 atau setara dengan Rp15,4 triliun (US$1=Rp15.443) di pasar tradisional.;https://www.cnnindonesia.com/hiburan/20240826175119-220-1137702/inside-out-2-jadi-animasi-pertama-tembus-us-1-m-di-pasar-internasional
0;27-Aug-24;Pakai Earphone atau TWS Terlalu Lama dan Kencang Bisa Berujung Tuli, Ketahui Batas Penggunaannya;Penggunaan alat pendengar seperti earphone maupun TWS yang terlalu lama, sering dan dengan volume tinggi bisa mengganggu pendengaran bahkan tuli. Maka dari itu supaya telinga aman dari masalah pendengaran harus dibatasi lama penggunaan dan volumenya.;https://www.liputan6.com/health/read/5684819/pakai-earphone-atau-tws-terlalu-lama-dan-kencang-bisa-berujung-tuli-ketahui-batas-penggunaannya?page=2
0;27-Aug-24;Presiden Perancis Bantah Penangkapan CEO Telegram Terkait Isu Politik;Presiden Prancis Emmanuel Macron menegaskan bahwa penangkapan CEO Telegram Pavel Durov tidak ada kaitannya dengan isu politik. Penangkapan Durov terkait dengan penyelidikan penyebaran gambar-gambar asusila anak di bawah umur dan dugaan transaksi ilegal, dan merupakan bagian dari proses hukum yang sedang berlangsung. Macron memastikan bahwa Prancis berkomitmen pada kebebasan berekspresi dan menyerahkan masalah ini sepenuhnya kepada penegak hukum.;https://tekno.kompas.com/read/2024/08/27/09020067/presiden-perancis-bantah-penangkapan-ceo-telegram-terkait-isu-politik?jxrecoid=c2388529-f18b-434d-9f8f-e40864b398dd~kg_internal&source=widgetML&engine=C
0;27-Aug-24;Tim Burton Ogah Bikin Film Superhero Lagi;"""Ya kayak yang aku bilang, aku muncul dengan sudut pandang yang berbeda. Jadi aku sih nggak pernah bilang nggak untuk apa pun. Tapi saat ini, itu (film superhero) bukanlah sesuatu yang bikin aku tertarik,"" tuturnya.";https://www.detik.com/pop/movie/d-7510765/tim-burton-ogah-bikin-film-superhero-lagi
0;27-Aug-24;WHO: Wabah Mpox di Afrika Tengah Bisa Dihentikan, Perlu Dana Rp 2 Triliun;WHO menyatakan bahwa wabah mpox di Afrika Tengah dapat dihentikan dengan dana sekitar Rp 2 triliun dan rencana tindakan komprehensif dari September 2024 hingga Februari 2025.;https://www.kompas.com/global/read/2024/08/27/171700670/who--wabah-mpox-di-afrika-tengah-bisa-dihentikan-perlu-dana-rp-2-triliun?jxrecoid=5ef2e2f9-a15c-42f9-86f6-7f9815ed290a~kg_internal&source=widgetML&engine=C
